EmployeeID,Gender,Age,BusinessTravel,Department,DistanceFromHomeKM,Education,EducationField,JobRole,Salary,OverTime,HireDate,Attrition,YearsAtCompany,YearsInMostRecentRole,YearsSinceLastPromotion,YearsWithCurrentManager,ReviewDate,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,TrainingOpportunitiesWithinYear,TrainingOpportunitiesTaken,WorkLifeBalance,SelfRating,ManagerRating
B785-D8F8,Male,32,Some Travel,Technology,36,2,Computer Science,Software Engineer,78672,No,29-04-2012,No,10,6,9,5,08-06-2020,3,3,2,3,0,2,3,3
D584-4E31,Female,35,Some Travel,Human Resources,22,1,Economics,Recruiter,67264,No,22-02-2012,No,10,8,8,2,08-06-2020,4,4,2,2,3,4,5,4
8A40-C85A,Female,44,Some Travel,Technology,28,3,Information Systems,Software Engineer,53325,Yes,28-02-2012,No,10,4,8,4,09-06-2020,3,2,5,3,2,3,5,4
19C3-DAE4,Male,30,Some Travel,Technology,19,3,Information Systems,Data Scientist,53336,No,11-06-2014,No,8,3,3,7,09-06-2020,4,2,4,1,1,5,5,5
DC67-3B66,Male,25,Some Travel,Technology,33,3,Information Systems,Software Engineer,24417,No,26-02-2016,No,6,2,6,6,10-06-2020,5,4,5,2,1,4,3,3
E81C-A653,Female,27,Some Travel,Sales,34,2,Marketing ,Sales Executive,129366,No,17-11-2016,No,6,0,5,0,11-06-2020,5,2,5,2,1,2,4,4
DFDC-286C,Female,22,Some Travel,Technology,13,4,Information Systems,Machine Learning Engineer,64364,No,09-12-2021,Yes,0,0,0,0,12-06-2020,4,3,3,3,1,5,3,2
45FF-ACE6,Female,28,Some Travel,Sales,13,3,Marketing ,Sales Executive,207479,No,19-07-2020,Yes,1,0,0,0,18-10-2014,3,3,2,1,1,4,5,5
3E42-57C8,Male,23,Some Travel,Sales,12,3,Marketing,Sales Executive,84985,No,01-05-2020,Yes,1,0,0,0,13-06-2020,3,5,5,3,2,5,3,2
E9B9-3944,Male,42,Some Travel,Technology,5,1,Computer Science,Data Scientist,47461,No,05-05-2012,No,10,4,7,5,13-06-2020,4,2,4,3,1,4,3,3
A91B-7DC5,Female,42,Some Travel,Technology,43,4,Computer Science,Machine Learning Engineer,110069,No,26-12-2013,No,9,3,8,4,13-06-2020,5,2,5,2,0,4,4,3
B967-D6D3,Female,26,No Travel ,Technology,21,3,Computer Science,Data Scientist,26919,No,04-05-2016,No,6,0,5,3,13-06-2020,5,4,3,3,1,2,3,2
648E-FE5F,Male,25,Some Travel,Sales,11,3,Marketing ,Sales Executive,58914,No,11-07-2018,No,4,0,1,0,13-06-2020,5,5,5,3,1,2,5,4
5416-F925,Male,43,No Travel ,Technology,14,1,Computer Science,Data Scientist,76331,No,18-06-2014,No,8,2,4,3,14-06-2020,5,4,3,1,0,2,4,4
07C3-7429,Male,26,Some Travel,Technology,18,3,Information Systems,Machine Learning Engineer,54470,No,21-07-2016,No,6,0,6,3,14-06-2020,4,5,2,3,0,5,3,3
16B6-9C29,Female,26,Some Travel,Sales,18,2,Marketing ,Sales Executive,62868,No,09-10-2017,No,5,2,4,0,14-06-2020,3,3,4,3,0,4,4,4
D4BE-786C,Male,24,No Travel ,Sales,3,3,Economics,Sales Executive,128634,No,11-06-2018,No,4,4,4,4,14-06-2020,5,3,3,2,3,5,3,3
AB5F-244C,Male,36,Some Travel,Technology,7,4,Computer Science,Data Scientist,73643,No,14-04-2012,No,10,0,7,9,15-06-2020,5,5,2,3,1,4,3,3
AA19-95BD,Male,33,Some Travel,Sales,43,4,Marketing,Sales Executive,165988,Yes,08-05-2021,Yes,1,0,0,0,18-10-2014,5,4,3,3,0,3,3,2
4F64-A0E2,Non-Binary,48,Frequent Traveller,Sales,9,3,Economics,Sales Executive,288450,Yes,24-05-2014,No,8,2,6,4,15-06-2020,3,2,5,1,1,2,3,2
1E61-70EC,Male,46,Some Travel,Technology,11,4,Information Systems,Software Engineer,56608,Yes,31-03-2012,No,10,3,5,9,16-06-2020,3,4,4,2,1,2,3,3
549F-B3E7,Female,41,No Travel ,Sales,34,2,Marketing ,Sales Executive,109747,No,20-07-2013,No,9,8,9,5,16-06-2020,3,5,5,1,3,2,4,4
6FE3-2270,Non-Binary,31,Frequent Traveller,Sales,35,3,Marketing,Sales Executive,115982,No,03-04-2014,No,8,7,7,4,16-06-2020,5,3,4,3,2,5,5,5
22FF-9076,Female,27,Some Travel,Sales,36,3,Technical Degree,Sales Executive,173994,No,23-07-2016,No,6,1,5,6,16-06-2020,3,2,4,3,2,3,3,3
B8A5-07A1,Female,24,Some Travel,Technology,27,4,Other,Data Scientist,33554,No,21-05-2016,No,6,1,2,6,16-06-2020,3,5,3,1,0,2,5,4
C6F6-CDFE,Female,24,Some Travel,Sales,8,4,Marketing,Sales Representative,50513,No,04-08-2018,No,4,0,4,1,16-06-2020,5,5,2,1,1,2,4,4
005C-E0FB,Non-Binary,24,Frequent Traveller,Sales,17,4,Marketing ,Sales Executive,56155,No,26-08-2017,No,5,2,2,0,17-06-2020,3,3,2,1,2,2,4,3
00A3-2445,Male,30,Some Travel,Technology,6,2,Computer Science,Machine Learning Engineer,126238,No,08-03-2012,No,10,3,6,6,18-06-2020,5,4,2,3,0,2,3,2
F4D2-F6F2,Female,47,Some Travel,Technology,8,3,Computer Science,Engineering Manager,287710,No,05-01-2014,No,8,8,8,5,18-06-2020,4,2,5,2,1,3,3,3
7269-88EC,Female,28,Frequent Traveller,Technology,31,1,Other,Senior Software Engineer,176282,Yes,23-04-2019,Yes,2,0,1,0,19-10-2014,4,2,2,2,0,3,5,5
1C6C-3B67,Non-Binary,41,Frequent Traveller,Technology,7,3,Computer Science,Software Engineer,96632,No,31-12-2014,No,8,2,8,0,18-06-2020,3,2,2,3,1,5,3,3
BDC5-51CF,Female,25,Frequent Traveller,Sales,3,4,Other,Sales Executive,56163,Yes,26-11-2018,Yes,0,0,0,0,20-06-2020,4,5,3,2,1,3,4,4
5468-EEE1,Male,28,No Travel ,Technology,44,2,Computer Science,Senior Software Engineer,218406,No,17-02-2012,No,10,10,10,10,20-06-2020,3,3,3,2,1,5,3,2
2E72-4BF1,Male,44,Some Travel,Sales,21,3,Marketing,Manager,426142,No,07-02-2012,No,10,4,5,4,21-06-2020,4,2,5,1,0,2,3,3
2937-EB65,Male,24,Some Travel,Sales,16,3,Marketing,Sales Executive,116132,No,20-08-2018,No,4,1,4,1,21-06-2020,3,4,4,1,0,4,3,2
3EB2-9111,Male,48,Some Travel,Technology,26,4,Information Systems,Data Scientist,35749,No,17-05-2012,No,10,7,7,8,22-06-2020,3,2,5,1,1,5,5,5
8822-B9C5,Female,41,Some Travel,Technology,9,3,Computer Science,Machine Learning Engineer,197592,Yes,24-03-2012,No,10,5,10,0,22-06-2020,3,5,3,1,3,4,3,2
5544-4583,Female,41,Some Travel,Sales,42,3,Technical Degree,Sales Executive,142853,No,27-05-2014,No,8,7,8,7,22-06-2020,4,4,2,1,1,5,5,5
9CE9-B0D5,Male,33,Some Travel,Technology,31,1,Information Systems,Data Scientist,60754,No,15-06-2014,No,8,7,8,1,22-06-2020,5,3,5,3,0,4,3,2
9AAD-D3C1,Female,45,Some Travel,Sales,43,2,Other,Sales Executive,106610,Yes,03-05-2012,No,10,0,7,5,23-06-2020,2,1,1,1,0,1,4,4
7378-5351,Female,35,Some Travel,Technology,43,1,Business Studies,Engineering Manager,243863,Yes,04-02-2014,No,8,1,6,6,26-10-2014,3,2,3,3,1,5,5,5
95CB-4E31,Male,28,No Travel ,Technology,4,3,Business Studies,Software Engineer,57837,No,30-06-2015,No,7,3,3,6,23-06-2020,1,2,2,3,0,2,5,5
9BE8-2C44,Male,25,Frequent Traveller,Sales,42,3,Marketing ,Sales Executive,72758,No,12-01-2018,No,4,3,3,3,23-06-2020,1,2,4,1,2,4,3,3
AA67-CB22,Male,26,Some Travel,Technology,4,4,Computer Science,Senior Software Engineer,167509,No,19-05-2015,No,7,6,6,0,24-06-2020,2,3,4,1,1,1,5,4
6542-3E93,Male,25,No Travel ,Technology,44,4,Information Systems,Machine Learning Engineer,57765,No,25-10-2018,No,4,1,3,2,24-06-2020,3,4,4,1,1,2,3,3
4CCA-B1E6,Male,43,Some Travel,Sales,39,2,Marketing,Sales Executive,176705,No,05-05-2012,No,10,5,7,7,25-06-2020,2,2,3,2,0,4,4,4
E8F5-C47D,Female,30,Some Travel,Human Resources,19,3,Human Resources,HR Executive,97153,No,25-03-2012,No,10,5,6,9,25-06-2020,3,2,2,2,1,1,5,5
8026-658D,Male,36,Some Travel,Technology,28,3,Information Systems,Machine Learning Engineer,174019,Yes,07-03-2013,No,9,8,9,1,25-06-2020,5,5,2,3,0,5,5,5
F5CC-33FA,Male,25,Some Travel,Sales,30,4,Marketing,Sales Executive,106738,No,02-04-2016,No,6,4,5,2,25-06-2020,3,5,4,1,0,4,5,5
35D2-818A,Female,26,Frequent Traveller,Technology,16,4,Other,Software Engineer,62602,Yes,24-11-2017,No,5,2,3,2,26-06-2020,5,3,2,2,2,4,3,3
C0C7-A3EF,Male,48,No Travel ,Sales,9,5,Economics,Sales Executive,125587,No,12-02-2012,No,10,10,10,4,27-06-2020,3,3,4,1,0,2,3,3
9C7D-E1B1,Male,22,Some Travel,Technology,26,3,Information Systems,Machine Learning Engineer,62509,No,23-10-2019,Yes,1,0,0,0,27-10-2014,5,5,5,1,0,3,3,3
C385-CDBE,Female,36,Some Travel,Technology,41,3,Computer Science,Machine Learning Engineer,218940,Yes,14-05-2012,No,10,6,8,5,27-06-2020,4,5,3,3,0,5,4,3
2B7A-9C73,Non-Binary,45,Frequent Traveller,Technology,17,4,Computer Science,Machine Learning Engineer,123619,Yes,01-05-2013,No,9,7,9,2,28-06-2020,3,5,3,2,0,3,3,3
E46A-3676,Male,28,Some Travel,Sales,32,4,Marketing,Sales Executive,128222,No,07-11-2015,No,7,6,7,1,28-06-2020,3,4,2,2,0,2,5,5
ABDA-F749,Male,27,Some Travel,Technology,42,3,Other,Machine Learning Engineer,49343,No,16-06-2016,No,6,3,3,0,28-06-2020,4,4,3,1,1,2,4,4
6A0D-9C4D,Male,34,Frequent Traveller,Technology,34,2,Information Systems,Machine Learning Engineer,265922,Yes,06-03-2014,No,8,3,3,5,29-06-2020,2,4,2,2,2,2,4,4
D676-4ECC,Female,44,Some Travel,Technology,13,3,Information Systems,Software Engineer,57296,No,29-11-2014,No,8,5,7,3,29-06-2020,3,3,2,2,2,3,5,5
74F3-DF3D,Female,25,Some Travel,Human Resources,22,2,Economics,HR Executive,49131,No,30-05-2015,No,7,2,6,2,29-06-2020,3,2,2,1,1,4,5,4
C026-3E38,Male,28,Some Travel,Technology,2,3,Computer Science,Machine Learning Engineer,220234,Yes,26-10-2015,No,7,5,7,1,29-06-2020,4,3,2,3,3,4,4,3
AF11-04C3,Female,27,Some Travel,Sales,19,4,Marketing,Manager,149813,No,30-08-2016,No,6,0,1,1,29-06-2020,4,2,2,2,2,2,4,4
4C88-27A1,Female,21,Some Travel,Technology,38,1,Information Systems,Senior Software Engineer,63049,Yes,01-03-2021,Yes,0,0,0,0,30-06-2020,1,4,3,1,1,1,4,4
8EE9-E86D,Male,46,Some Travel,Human Resources,45,3,Human Resources,Recruiter,48740,Yes,20-05-2012,Yes,10,8,9,6,05-02-2013,3,2,4,2,1,4,3,2
8C57-8F84,Male,20,Frequent Traveller,Technology,45,2,Information Systems,Software Engineer,22773,Yes,14-04-2021,Yes,1,0,0,0,29-10-2014,4,5,4,2,2,4,4,3
5731-90E6,Non-Binary,35,No Travel ,Technology,27,3,Computer Science,Analytics Manager,542695,No,02-03-2012,No,10,5,5,1,30-06-2020,4,2,3,3,3,4,3,3
FBC2-C5FA,Male,44,Some Travel,Technology,4,3,Computer Science,Data Scientist,74172,No,26-11-2013,No,9,8,9,9,30-06-2020,5,2,3,2,1,3,5,4
5E9A-FE30,Female,30,Some Travel,Technology,38,4,Computer Science,Data Scientist,88609,Yes,24-11-2014,No,8,4,4,1,30-06-2020,5,2,4,2,1,5,4,4
E72B-64FA,Male,41,Some Travel,Technology,7,4,Information Systems,Engineering Manager,273211,No,20-10-2018,No,4,3,4,3,30-06-2020,5,2,2,2,1,3,5,5
3747-3110,Male,23,Some Travel,Technology,12,3,Computer Science,Software Engineer,35776,Yes,22-12-2017,No,5,0,3,4,01-07-2020,5,3,5,2,0,5,3,3
F9B6-C80B,Female,43,Some Travel,Technology,10,3,Computer Science,Software Engineer,43211,No,12-05-2012,No,10,2,6,9,02-07-2020,4,3,2,3,0,2,3,2
0AA2-881A,Male,25,Some Travel,Technology,28,4,Information Systems,Software Engineer,29126,No,18-07-2016,No,6,0,2,3,03-07-2020,5,3,5,3,1,2,5,4
A7F8-24EA,Male,24,Some Travel,Technology,35,3,Information Systems,Machine Learning Engineer,128126,Yes,04-04-2017,No,5,0,0,5,03-07-2020,4,4,5,3,1,4,4,3
2F85-AF81,Non-Binary,42,Some Travel,Technology,12,4,Business Studies,Senior Software Engineer,167089,No,24-05-2012,No,10,7,9,8,04-07-2020,5,3,5,2,1,4,4,3
5395-75A1,Male,26,Some Travel,Sales,41,4,Marketing ,Sales Executive,61238,No,11-04-2016,No,6,4,6,3,04-07-2020,3,2,4,1,2,5,4,3
3012-1A41,Female,30,Some Travel,Sales,27,5,Marketing,Sales Executive,102059,No,03-01-2012,No,10,4,9,7,31-10-2014,3,4,2,1,0,3,4,3
5919-4ADE,Female,24,Some Travel,Technology,11,3,Computer Science,Senior Software Engineer,65486,No,14-08-2018,No,4,4,4,0,04-07-2020,4,5,2,2,3,5,4,3
427A-8C69,Male,32,Some Travel,Technology,15,3,Other,Analytics Manager,393294,No,04-02-2012,No,10,2,2,2,05-07-2020,5,4,4,3,1,3,4,4
C389-FC34,Female,27,Some Travel,Technology,45,3,Business Studies,Software Engineer,28828,No,09-07-2016,No,6,1,6,4,05-07-2020,3,2,3,2,0,2,5,4
8B79-18F1,Female,20,Some Travel,Technology,39,4,Information Systems,Software Engineer,37436,Yes,14-03-2021,Yes,0,0,0,0,07-07-2020,3,4,5,3,1,2,4,3
AF58-5D1B,Female,36,Some Travel,Technology,35,2,Computer Science,Software Engineer,60585,No,05-02-2013,No,9,0,7,9,07-07-2020,5,5,3,2,1,2,3,2
0E79-8257,Male,25,Frequent Traveller,Technology,35,2,Information Systems,Data Scientist,28139,No,23-05-2016,No,6,1,1,5,07-07-2020,5,2,5,1,0,2,3,3
0FC8-561B,Male,29,Frequent Traveller,Technology,14,3,Computer Science,Senior Software Engineer,93591,No,22-02-2012,No,10,4,10,3,08-07-2020,4,2,2,2,0,3,3,3
7B98-EA6F,Male,44,Some Travel,Technology,23,3,Information Systems,Data Scientist,108623,No,13-05-2012,No,10,3,3,8,08-07-2020,4,3,4,2,3,3,5,5
380F-A08A,Female,32,Frequent Traveller,Sales,22,3,Marketing,Sales Executive,142488,No,22-11-2014,No,8,0,6,7,08-07-2020,5,2,2,1,0,4,5,5
58FA-C451,Non-Binary,48,Some Travel,Technology,26,1,Information Systems,Software Engineer,42008,No,24-03-2014,No,8,7,7,0,08-07-2020,4,4,3,1,0,4,3,2
6280-B47F,Male,25,Frequent Traveller,Technology,39,4,Computer Science,Software Engineer,26545,Yes,21-06-2022,Yes,0,0,0,0,01-11-2014,3,2,4,1,0,2,5,5
9A87-71F6,Non-Binary,40,Frequent Traveller,Technology,7,3,Computer Science,Software Engineer,95808,No,21-12-2014,No,8,8,8,2,08-07-2020,3,4,4,2,0,2,4,3
90EB-28D4,Female,24,Frequent Traveller,Sales,29,1,Economics,Sales Representative,26608,No,12-09-2017,No,5,0,3,1,08-07-2020,4,2,4,2,2,3,4,4
E268-61EB,Female,21,Some Travel,Technology,39,4,Computer Science,Software Engineer,54130,Yes,06-02-2019,Yes,2,1,1,2,09-07-2020,3,3,4,1,1,5,5,5
132B-F2B2,Female,35,Some Travel,Technology,36,4,Computer Science,Software Engineer,59086,Yes,04-03-2012,No,10,2,8,4,09-07-2020,5,5,5,2,0,4,3,3
A2B5-823F,Non-Binary,44,Some Travel,Technology,32,3,Computer Science,Machine Learning Engineer,257978,Yes,02-05-2013,No,9,2,4,1,09-07-2020,5,4,5,1,0,4,4,3
9BC9-1288,Female,27,Some Travel,Sales,4,1,Economics,Sales Executive,45046,Yes,03-04-2015,No,7,6,7,0,09-07-2020,4,2,2,1,3,3,4,3
BDE5-385A,Male,26,Some Travel,Technology,39,3,Information Systems,Software Engineer,60494,Yes,22-08-2015,No,7,7,7,7,09-07-2020,3,5,5,1,3,5,4,4
6345-2F33,Non-Binary,46,Some Travel,Technology,36,2,Computer Science,Machine Learning Engineer,102964,No,17-03-2012,No,10,10,10,2,10-07-2020,5,5,5,3,0,4,4,4
9900-1159,Female,28,Frequent Traveller,Sales,40,5,Marketing ,Sales Executive,215327,No,13-04-2014,No,8,1,6,8,10-07-2020,4,2,4,3,2,5,5,5
6AD1-5EE8,Female,24,Some Travel,Technology,12,3,Information Systems,Data Scientist,47183,No,04-10-2016,No,6,6,6,6,10-07-2020,5,2,3,2,0,3,3,2
86E9-319B,Male,24,No Travel ,Technology,21,3,Information Systems,Software Engineer,26451,No,23-09-2019,No,3,1,1,3,03-11-2014,5,3,3,3,1,2,3,2
DCD4-C785,Female,30,Some Travel,Sales,24,4,Marketing ,Sales Representative,38382,Yes,02-10-2014,No,8,7,8,0,11-07-2020,3,3,4,3,3,4,3,3
1A38-1D62,Female,24,Some Travel,Technology,21,3,Information Systems,Data Scientist,36862,Yes,29-03-2018,No,4,2,4,0,11-07-2020,4,5,2,3,2,4,4,3
8583-9174,Female,46,Frequent Traveller,Technology,16,2,Computer Science,Software Engineer,100717,Yes,30-01-2013,No,9,5,9,7,12-07-2020,5,3,2,1,0,2,3,3
29F6-C6CA,Female,35,Frequent Traveller,Sales,43,2,Economics,Sales Representative,46112,No,11-04-2014,No,8,6,7,2,12-07-2020,5,3,5,3,1,4,3,3
5293-AC5C,Male,44,Some Travel,Sales,27,3,Economics,Sales Executive,101906,No,15-03-2014,No,8,3,4,7,13-07-2020,5,3,5,2,0,2,3,3
F961-5A03,Female,27,No Travel ,Technology,12,1,Computer Science,Machine Learning Engineer,105398,No,31-07-2015,No,7,1,7,4,13-07-2020,4,3,2,3,2,3,3,2
1243-8B63,Male,26,Some Travel,Technology,17,4,Business Studies,Senior Software Engineer,110761,No,18-12-2017,No,5,0,5,3,13-07-2020,5,2,4,1,0,3,5,4
E324-1C33,Female,38,Some Travel,Sales,9,4,Economics,Sales Executive,114713,No,17-12-2013,No,9,0,0,1,14-07-2020,5,5,5,3,1,3,3,3
2A20-28CD,Female,38,Frequent Traveller,Technology,2,4,Computer Science,Data Scientist,58828,No,11-08-2014,No,8,7,8,0,14-07-2020,3,3,5,1,1,3,4,3
61E5-836E,Non-Binary,24,Some Travel,Technology,1,3,Business Studies,Software Engineer,35199,No,16-08-2018,No,4,0,0,1,14-07-2020,3,4,3,2,1,4,3,3
7FA1-BC64,Male,19,Some Travel,Technology,7,3,Information Systems,Software Engineer,30896,Yes,17-03-2021,Yes,1,0,0,0,04-11-2014,5,3,5,3,1,2,5,4
D906-B674,Female,42,No Travel ,Technology,45,3,Information Systems,Engineering Manager,259284,No,09-01-2012,No,10,2,6,6,16-07-2020,4,3,5,3,0,4,5,5
CCAB-4B80,Male,44,Some Travel,Technology,29,3,Information Systems,Analytics Manager,304520,Yes,20-03-2014,No,8,2,2,4,16-07-2020,3,5,5,3,0,5,3,2
DFA2-1B8F,Male,28,Some Travel,Sales,10,1,Marketing ,Sales Executive,83864,No,21-10-2015,No,7,7,7,5,16-07-2020,3,3,4,3,1,3,3,3
D8FC-E2F7,Female,22,Some Travel,Sales,10,3,Economics,Sales Representative,36980,Yes,01-12-2021,Yes,0,0,0,0,17-07-2020,4,3,3,2,2,4,5,5
F0C3-4859,Non-Binary,21,Some Travel,Technology,37,3,Information Systems,Software Engineer,41476,Yes,03-03-2020,Yes,0,0,0,0,17-07-2020,2,2,3,1,0,2,4,3
F4A3-2126,Male,24,Some Travel,Sales,16,2,Marketing,Sales Representative,29128,Yes,31-07-2019,Yes,0,0,0,0,17-07-2020,3,3,3,1,0,4,4,3
13FA-3559,Female,38,Some Travel,Sales,13,3,Marketing,Sales Executive,240248,Yes,14-12-2014,No,8,4,8,0,17-07-2020,4,3,2,1,3,2,4,3
D926-DED9,Male,40,Some Travel,Technology,39,2,Computer Science,Analytics Manager,409998,No,14-04-2014,No,8,3,6,3,17-07-2020,1,2,3,3,2,3,5,4
F83C-CA1D,Male,21,Some Travel,Technology,16,1,Information Systems,Software Engineer,22515,Yes,05-12-2019,Yes,1,0,0,0,18-07-2020,3,5,5,3,1,2,4,3
C0BE-FED0,Male,40,Some Travel,Sales,35,2,Marketing,Sales Representative,63455,Yes,26-01-2012,No,10,4,8,7,18-07-2020,3,5,2,1,1,4,4,3
EC6E-7F42,Male,42,Frequent Traveller,Technology,28,3,Computer Science,Senior Software Engineer,264513,No,08-07-2020,Yes,1,0,0,1,06-11-2014,3,4,5,2,0,3,5,5
307F-9BFA,Female,43,Some Travel,Technology,21,2,Computer Science,Software Engineer,94499,No,22-06-2013,No,9,0,1,7,18-07-2020,3,3,4,3,1,4,4,4
F8D4-3CAB,Non-Binary,23,Some Travel,Human Resources,45,3,Marketing ,HR Executive,99052,No,25-05-2018,No,4,3,4,2,18-07-2020,3,3,2,3,2,5,5,4
AA87-13D8,Female,32,Frequent Traveller,Technology,15,2,Information Systems,Data Scientist,44388,No,10-10-2013,No,9,8,9,8,19-07-2020,4,4,4,2,0,3,3,2
806F-B986,Female,24,Some Travel,Technology,26,2,Information Systems,Machine Learning Engineer,93490,Yes,24-11-2016,No,6,4,5,6,19-07-2020,3,2,5,2,1,5,3,2
AE33-DDE7,Male,25,Some Travel,Technology,26,3,Information Systems,Senior Software Engineer,85412,No,23-02-2016,No,6,0,5,6,19-07-2020,5,5,2,3,1,5,3,2
D5B3-425C,Male,26,Some Travel,Sales,7,3,Marketing ,Sales Representative,36101,No,30-06-2016,No,6,6,6,6,19-07-2020,5,2,2,1,0,2,3,2
95D8-5DC7,Male,48,Some Travel,Technology,19,5,Computer Science,Engineering Manager,241907,No,07-07-2014,No,8,3,3,0,20-07-2020,4,5,2,1,1,5,5,4
B5C6-F8D5,Prefer Not To Say,40,Some Travel,Technology,29,2,Business Studies,Analytics Manager,295688,No,05-08-2014,No,8,1,5,8,20-07-2020,4,4,5,3,0,2,3,3
4316-C080,Male,34,No Travel ,Technology,25,1,Computer Science,Senior Software Engineer,238630,No,05-08-2013,No,9,0,3,6,21-07-2020,5,2,5,2,2,5,3,3
6E64-8D30,Female,32,Some Travel,Sales,42,3,Marketing,Sales Executive,108213,No,10-03-2014,No,8,6,6,4,22-07-2020,4,3,2,3,1,2,4,3
FD95-9EEB,Male,30,Some Travel,Technology,19,4,Business Studies,Data Scientist,96187,Yes,19-11-2020,Yes,0,0,0,0,08-11-2014,4,5,5,3,1,4,4,3
F20A-F424,Female,27,Frequent Traveller,Technology,4,3,Other,Data Scientist,27550,No,09-02-2016,No,6,6,6,5,22-07-2020,5,3,2,1,1,5,3,3
4875-109B,Female,23,Some Travel,Sales,40,4,Marketing ,Sales Executive,52039,Yes,03-09-2018,No,4,1,1,0,22-07-2020,5,4,2,2,2,2,4,3
DEB9-1BBF,Female,30,Some Travel,Technology,32,4,Computer Science,Software Engineer,155259,No,10-11-2014,No,8,3,5,6,23-07-2020,3,2,5,3,3,3,3,2
B59D-CA4C,Male,28,Some Travel,Sales,45,2,Marketing,Sales Executive,110057,No,14-08-2015,No,7,5,5,4,23-07-2020,5,2,3,2,0,3,4,4
3653-D544,Female,25,Frequent Traveller,Sales,21,2,Technical Degree,Sales Executive,91332,No,03-01-2018,No,4,3,3,3,23-07-2020,5,5,4,2,3,2,3,3
E73A-F20A,Male,33,Frequent Traveller,Technology,30,2,Computer Science,Machine Learning Engineer,200350,No,22-10-2017,No,5,3,5,0,23-07-2020,4,4,2,3,0,3,5,5
9DB2-76B3,Male,41,Some Travel,Sales,17,3,Economics,Sales Executive,116966,No,04-03-2012,No,10,4,10,7,24-07-2020,3,2,5,3,1,2,4,4
D565-284D,Female,47,Frequent Traveller,Sales,21,3,Economics,Sales Executive,65626,No,27-01-2012,No,10,2,5,1,24-07-2020,4,3,2,3,0,2,5,5
205B-4D34,Male,41,Frequent Traveller,Human Resources,39,1,Human Resources,HR Executive,79990,No,29-06-2014,No,8,5,5,8,24-07-2020,3,3,4,3,0,2,4,3
4673-EBEC,Male,28,Some Travel,Sales,24,2,Marketing ,Sales Executive,78735,No,23-07-2015,No,7,0,2,4,24-07-2020,5,2,4,1,0,5,5,4
AFDF-3DA8,Male,41,Some Travel,Sales,35,1,Marketing,Manager,314961,No,23-05-2021,Yes,0,0,0,0,09-11-2014,5,4,2,2,1,3,5,5
D6BB-FEDF,Male,28,Frequent Traveller,Technology,40,5,Information Systems,Data Scientist,109172,Yes,19-11-2015,No,7,1,3,1,24-07-2020,4,4,3,2,3,5,5,5
C77A-2348,Male,26,Some Travel,Technology,15,1,Information Systems,Software Engineer,45085,No,17-03-2017,No,5,2,4,2,25-07-2020,4,2,3,1,1,3,4,3
7AA0-5766,Female,22,Frequent Traveller,Technology,28,4,Computer Science,Data Scientist,63571,No,28-12-2021,Yes,0,0,0,0,26-07-2020,3,3,4,1,1,3,3,3
6F50-08B6,Male,25,Frequent Traveller,Sales,25,1,Marketing ,Sales Executive,57030,No,20-03-2015,No,7,5,7,6,26-07-2020,4,2,2,3,0,5,5,4
F3A3-10CE,Male,40,Some Travel,Sales,37,4,Marketing,Sales Executive,226512,Yes,08-10-2020,Yes,2,1,1,1,27-07-2020,3,3,3,1,1,3,5,4
09D2-46BD,Female,26,Some Travel,Sales,42,3,Marketing,Sales Executive,92364,Yes,12-07-2016,No,6,4,5,6,27-07-2020,3,3,3,2,1,5,5,5
CBCB-9C9D,Male,38,Some Travel,Sales,23,4,Marketing,Sales Executive,157718,Yes,04-01-2012,No,10,6,10,0,29-07-2020,3,2,2,2,0,2,3,3
1217-CE30,Female,45,Some Travel,Sales,34,3,Marketing,Sales Executive,173037,No,26-03-2013,No,9,4,9,3,29-07-2020,5,5,3,1,1,4,3,3
9DB1-8C59,Male,44,Some Travel,Technology,5,3,Business Studies,Software Engineer,48994,No,09-05-2014,No,8,7,7,3,29-07-2020,5,2,4,2,0,4,3,3
AD8F-7539,Female,28,Some Travel,Sales,44,3,Economics,Sales Executive,304858,Yes,01-11-2015,No,7,5,7,2,29-07-2020,4,5,4,1,2,4,4,4
3E4A-F28F,Female,20,Some Travel,Technology,45,2,Information Systems,Senior Software Engineer,41877,No,02-11-2022,Yes,0,0,0,0,12-11-2014,3,2,2,3,1,3,4,4
D825-CC31,Female,25,Some Travel,Technology,5,3,Computer Science,Machine Learning Engineer,44082,No,24-05-2015,No,7,3,4,2,30-07-2020,5,3,3,1,0,2,3,3
7A8C-2DD3,Female,30,Some Travel,Sales,35,3,Other,Sales Executive,160352,No,18-10-2013,No,9,0,5,4,31-07-2020,4,2,4,3,0,4,3,2
5802-2A7E,Prefer Not To Say,27,Some Travel,Technology,37,3,Information Systems,Analytics Manager,130012,No,25-07-2016,No,6,6,6,0,31-07-2020,3,5,4,2,2,5,3,2
4C99-E626,Female,25,No Travel ,Technology,11,3,Computer Science,Data Scientist,96779,No,14-05-2018,No,4,0,0,3,31-07-2020,3,5,4,1,1,3,3,2
07AF-3631,Male,25,No Travel ,Sales,35,4,Marketing ,Sales Executive,149519,Yes,03-02-2016,No,6,2,4,3,01-08-2020,4,3,2,2,1,3,5,5
